"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 08 20:38:06 UTC 2025","Mon Sep 08 20:38:07 UTC 2025","662","","","","","","Program exactly 31 minutes should have two intervals","As a TV scheduling system
I want to automatically calculate 15-minute intervals for programs
So that I can track program duration in standardized time blocks"
"passed","Mon Sep 08 20:38:01 UTC 2025","Mon Sep 08 20:38:02 UTC 2025","995","","","","","","Program name change updates intervals table","As a TV scheduling system
I want to automatically calculate 15-minute intervals for programs
So that I can track program duration in standardized time blocks"
"passed","Mon Sep 08 20:37:49 UTC 2025","Mon Sep 08 20:37:50 UTC 2025","664","","","","","","Program shorter than 15 minutes has zero intervals","As a TV scheduling system
I want to automatically calculate 15-minute intervals for programs
So that I can track program duration in standardized time blocks"
"failed","Mon Sep 08 20:38:03 UTC 2025","Mon Sep 08 20:38:04 UTC 2025","664","","","","","","Program exactly 14 minutes should have zero intervals","As a TV scheduling system
I want to automatically calculate 15-minute intervals for programs
So that I can track program duration in standardized time blocks"
"passed","Mon Sep 08 20:38:10 UTC 2025","Mon Sep 08 20:38:10 UTC 2025","663","","","","","","One minute before midnight to one minute after midnight","As a TV scheduling system
I want to automatically calculate 15-minute intervals for programs
So that I can track program duration in standardized time blocks"
"passed","Mon Sep 08 20:38:04 UTC 2025","Mon Sep 08 20:38:05 UTC 2025","666","","","","","","Program exactly 16 minutes should have one interval","As a TV scheduling system
I want to automatically calculate 15-minute intervals for programs
So that I can track program duration in standardized time blocks"
"failed","Mon Sep 08 20:38:14 UTC 2025","Mon Sep 08 20:38:15 UTC 2025","664","","","","","","Large intervals - 6 hour program","As a TV scheduling system
I want to automatically calculate 15-minute intervals for programs
So that I can track program duration in standardized time blocks"
"passed","Mon Sep 08 20:38:17 UTC 2025","Mon Sep 08 20:38:18 UTC 2025","664","","","","","","CI/CD Test Scenario - Validate comment posting","As a TV scheduling system
I want to automatically calculate 15-minute intervals for programs
So that I can track program duration in standardized time blocks"
"passed","Mon Sep 08 20:37:52 UTC 2025","Mon Sep 08 20:37:52 UTC 2025","663","","","","","","Program exactly 30 minutes long has two intervals","As a TV scheduling system
I want to automatically calculate 15-minute intervals for programs
So that I can track program duration in standardized time blocks"
"passed","Mon Sep 08 20:38:12 UTC 2025","Mon Sep 08 20:38:12 UTC 2025","663","","","","","","Exactly one hour program","As a TV scheduling system
I want to automatically calculate 15-minute intervals for programs
So that I can track program duration in standardized time blocks"
"passed","Mon Sep 08 20:37:59 UTC 2025","Mon Sep 08 20:38:00 UTC 2025","886","","","","","","Updating a program recalculates intervals","As a TV scheduling system
I want to automatically calculate 15-minute intervals for programs
So that I can track program duration in standardized time blocks"
"passed","Mon Sep 08 20:37:53 UTC 2025","Mon Sep 08 20:37:53 UTC 2025","663","","","","","","Program spanning multiple intervals with partial duration","As a TV scheduling system
I want to automatically calculate 15-minute intervals for programs
So that I can track program duration in standardized time blocks"
"passed","Mon Sep 08 20:38:08 UTC 2025","Mon Sep 08 20:38:09 UTC 2025","662","","","","","","Midnight boundary - program starting exactly at midnight","As a TV scheduling system
I want to automatically calculate 15-minute intervals for programs
So that I can track program duration in standardized time blocks"
"passed","Mon Sep 08 20:37:47 UTC 2025","Mon Sep 08 20:37:49 UTC 2025","1443","","","","","","Program with same start and end time has zero intervals","As a TV scheduling system
I want to automatically calculate 15-minute intervals for programs
So that I can track program duration in standardized time blocks"
"passed","Mon Sep 08 20:38:13 UTC 2025","Mon Sep 08 20:38:14 UTC 2025","664","","","","","","Maximum daily program - full 24 hours","As a TV scheduling system
I want to automatically calculate 15-minute intervals for programs
So that I can track program duration in standardized time blocks"
